name,lat,lon,住所,URL,備考
南脇公園,34.75987963,137.4574756,愛知県豊橋市多米東町3
久保田公園,34.72780702,137.4289034,愛知県豊橋市大岩町
二川公園,34.72564587,137.4489348,愛知県豊橋市大岩町
視聴覚教育センター,34.72955975,137.4314358,愛知県豊橋市大岩町字火打坂19-16
二川南小学校（グラウンド）,34.71387244,137.4496772,愛知県豊橋市大岩町字前荒田145-2
二川南校区市民館,34.71427077,137.4486687,愛知県豊橋市大岩町字前荒田145-2
二川南小学校,34.71396945,137.448776,愛知県豊橋市大岩町字前荒田145-2
二川地区市民館,34.725283,137.447957,愛知県豊橋市大岩町字東郷内111-1
二川校区市民館,34.7258162,137.4495134,愛知県豊橋市大岩町字東郷内4-8
松葉校区市民館（２階）,34.76792758,137.3808078,愛知県豊橋市大橋通3-107
松葉小学校（グラウンド）,34.7684584,137.3811749,愛知県豊橋市大橋通3-107
松葉小学校（校舎３階廊下）,34.76889025,137.3810407,愛知県豊橋市大橋通3-107
松葉小学校,34.768901,137.381233,愛知県豊橋市大橋通3-107
松葉校区市民館,34.7679072,137.3806992,愛知県豊橋市大橋通3-107
大崎公園,34.71934127,137.342739,愛知県豊橋市大崎町
大崎校区市民館,34.71706682,137.344239,愛知県豊橋市大崎町字柿ノ木16
大崎小学校（グラウンド）,34.71717209,137.3433394,愛知県豊橋市大崎町字西里中20-1
大崎小学校,34.71767476,137.3434735,愛知県豊橋市大崎町字西里中20-1
南稜地区市民館,34.70054,137.361985,愛知県豊橋市大清水町字彦坂10-7
大村校区市民館,34.790086,137.39799,愛知県豊橋市大村町字地之神7-4
大村小学校（校舎３階廊下）,34.7902998,137.397536,愛知県豊橋市大村町字地之神9
大村小学校,34.79023904,137.3974342,愛知県豊橋市大村町字地之神9
北部地区市民館,34.782028,137.394177,愛知県豊橋市大村町字仲川原48-5
豊岡中学校（グラウンド）,34.75441852,137.4234805,愛知県豊橋市中岩田1-5-2
豊岡中学校,34.754849,137.423341,愛知県豊橋市中岩田1-5-2
五反田公園,34.75265693,137.4249612,愛知県豊橋市中岩田2
岩鼻公園,34.74915931,137.4259078,愛知県豊橋市中岩田3
中郷中公園,34.75525893,137.4283166,愛知県豊橋市中岩田4
岩田小学校（グラウンド）,34.75676776,137.4286925,愛知県豊橋市中岩田4-1-2
岩田校区市民館,34.7572129,137.428022,愛知県豊橋市中岩田4-1-2
岩田小学校,34.757376,137.428785,愛知県豊橋市中岩田4-1-2
中橋良公園,34.74701773,137.3839527,愛知県豊橋市中橋良町
中郷公園,34.75611119,137.3806078,愛知県豊橋市中郷町
立岩公園,34.72493756,137.4716868,愛知県豊橋市中原町
谷川校区市民館,34.72782543,137.4791234,愛知県豊橋市中原町字東ノ谷1-11
谷川小学校,34.72867748,137.4788605,愛知県豊橋市中原町字東ノ谷1-3
